"행정구역","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율"
"강원도 삼척시 미로면(4223034000)","1,791","1,046","          1.71","930","861","          1.08"
"강원도 삼척시 가곡면(4223035000)","662","420","          1.58","341","321","          1.06"
"강원도 삼척시 신기면(4223036000)","652","410","          1.59","359","293","          1.23"
"강원도 삼척시 남양동(4223051000)","7,082","3,868","          1.83","3,497","3,585","          0.98"
"강원도 삼척시 교동(4223053000)","15,768","6,694","          2.36","8,031","7,737","          1.04"
"강원도 삼척시 정라동(4223054000)","8,499","4,344","          1.96","4,329","4,170","          1.04"
"강원도 삼척시 성내동(4223057000)","7,690","3,716","          2.07","3,768","3,922","          0.96"
"강원도 홍천군 (4272000000)","67,815","34,572","          1.96","34,880","32,935","          1.06"
"강원도 홍천군 홍천읍(4272025000)","33,999","15,775","          2.16","17,167","16,832","          1.02"
"강원도 홍천군 화촌면(4272031000)","4,368","2,502","          1.75","2,331","2,037","          1.14"
"강원도 홍천군 두촌면(4272032000)","2,405","1,355","          1.77","1,222","1,183","          1.03"
"강원도 홍천군 내촌면(4272033000)","2,424","1,396","          1.74","1,257","1,167","          1.08"
"강원도 홍천군 서석면(4272034000)","3,668","1,914","          1.92","1,880","1,788","          1.05"
"강원도 홍천군 영귀미면(4272035200)","4,163","2,198","          1.89","2,133","2,030","          1.05"
"강원도 홍천군 남면(4272036000)","5,749","3,201","          1.80","3,068","2,681","          1.14"
"강원도 홍천군 서면(4272037000)","3,794","2,304","          1.65","1,984","1,810","          1.10"
"강원도 홍천군 북방면(4272038000)","4,155","2,239","          1.86","2,190","1,965","          1.11"
"강원도 홍천군 내면(4272039000)","3,090","1,688","          1.83","1,648","1,442","          1.14"
"강원도 횡성군 (4273000000)","46,462","23,828","          1.95","23,842","22,620","          1.05"
"강원도 횡성군 횡성읍(4273025000)","20,973","9,594","          2.19","10,558","10,415","          1.01"
"강원도 횡성군 우천면(4273031000)","4,397","2,434","          1.81","2,309","2,088","          1.11"
"강원도 횡성군 안흥면(4273032000)","3,039","1,570","          1.94","1,566","1,473","          1.06"
"강원도 횡성군 둔내면(4273033000)","5,918","3,188","          1.86","3,083","2,835","          1.09"
"강원도 횡성군 갑천면(4273034000)","2,460","1,483","          1.66","1,280","1,180","          1.08"
"강원도 횡성군 청일면(4273035000)","2,399","1,413","          1.70","1,220","1,179","          1.03"
"강원도 횡성군 공근면(4273036000)","3,444","1,958","          1.76","1,806","1,638","          1.10"
"강원도 횡성군 서원면(4273037000)","2,059","1,138","          1.81","1,100","959","          1.15"
"강원도 횡성군 강림면(4273038000)","1,773","1,050","          1.69","920","853","          1.08"
"강원도 영월군 (4275000000)","37,561","21,192","          1.77","19,405","18,156","          1.07"
"강원도 영월군 영월읍(4275025000)","20,566","10,795","          1.91","10,464","10,102","          1.04"
"강원도 영월군 상동읍(4275025300)","1,000","677","          1.48","524","476","          1.10"
"강원도 영월군 산솔면(4275031200)","1,396","848","          1.65","749","647","          1.16"
"강원도 영월군 김삿갓면(4275032500)","1,718","1,067","          1.61","914","804","          1.14"
"강원도 영월군 북면(4275033000)","2,067","1,264","          1.64","1,086","981","          1.11"
"강원도 영월군 남면(4275034000)","2,176","1,342","          1.62","1,158","1,018","          1.14"
"강원도 영월군 한반도면(4275035500)","1,214","712","          1.71","654","560","          1.17"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,612","1,002","          1.61","876","736","          1.19"
"강원도 영월군 주천면(4275036000)","3,737","2,217","          1.69","1,904","1,833","          1.04"
"강원도 영월군 무릉도원면(4275038000)","2,075","1,268","          1.64","1,076","999","          1.08"
"강원도 평창군 (4276000000)","40,861","21,898","          1.87","21,129","19,732","          1.07"
"강원도 평창군 평창읍(4276025000)","8,423","4,276","          1.97","4,336","4,087","          1.06"
"강원도 평창군 미탄면(4276031000)","1,605","927","          1.73","855","750","          1.14"
"강원도 평창군 방림면(4276032000)","834","498","          1.67","427","407","          1.05"
"강원도 평창군 방림면계촌출장소(4276032500)","1,721","1,019","          1.69","893","828","          1.08"
"강원도 평창군 대화면(4276033000)","5,085","2,750","          1.85","2,616","2,469","          1.06"
"강원도 평창군 봉평면(4276034000)","5,745","3,051","          1.88","3,017","2,728","          1.11"
"강원도 평창군 용평면(4276035000)","3,087","1,654","          1.87","1,579","1,508","          1.05"
"강원도 평창군 진부면(4276036000)","8,456","4,268","          1.98","4,275","4,181","          1.02"
"강원도 평창군 대관령면(4276038000)","5,905","3,455","          1.71","3,131","2,774","          1.13"
"강원도 정선군 (4277000000)","34,825","19,520","          1.78","18,199","16,626","          1.09"
"강원도 정선군 정선읍(4277025000)","10,170","5,087","          2.00","5,204","4,966","          1.05"
"강원도 정선군 고한읍(4277025300)","4,287","2,712","          1.58","2,256","2,031","          1.11"
"강원도 정선군 사북읍(4277025600)","4,542","2,493","          1.82","2,389","2,153","          1.11"
"강원도 정선군 신동읍(4277025900)","1,757","991","          1.77","927","830","          1.12"
"강원도 정선군 신동읍함백출장소(4277026000)","1,578","962","          1.64","796","782","          1.02"
"강원도 정선군 남면(4277032000)","3,123","1,838","          1.70","1,659","1,464","          1.13"
"강원도 정선군 북평면(4277034000)","2,438","1,349","          1.81","1,261","1,177","          1.07"
"강원도 정선군 임계면(4277035000)","3,400","2,014","          1.69","1,813","1,587","          1.14"
"강원도 정선군 화암면(4277036000)","1,598","932","          1.71","872","726","          1.20"
"강원도 정선군 여량면(4277037000)","1,932","1,142","          1.69","1,022","910","          1.12"
"강원도 철원군 (4278000000)","42,064","20,595","          2.04","21,806","20,258","          1.08"
"강원도 철원군 철원읍(4278025000)","5,080","2,380","          2.13","2,596","2,484","          1.05"
"강원도 철원군 김화읍(4278025300)","3,299","1,599","          2.06","1,769","1,530","          1.16"
"강원도 철원군 갈말읍(4278025600)","11,718","5,773","          2.03","6,218","5,500","          1.13"
"강원도 철원군 동송읍(4278025900)","14,447","6,993","          2.07","7,296","7,151","          1.02"
"강원도 철원군 서면(4278031000)","1,796","1,024","          1.75","995","801","          1.24"
"강원도 철원군 서면와수출장소(4278031500)","3,518","1,668","          2.11","1,767","1,751","          1.01"
"강원도 철원군 근남면(4278032000)","2,104","1,098","          1.92","1,117","987","          1.13"
"강원도 철원군 근북면(4278033000)","102","60","          1.70","48","54","          0.89"
"강원도 화천군 (4279000000)","23,230","12,049","          1.93","12,481","10,749","          1.16"
"강원도 화천군 화천읍(4279025000)","8,113","3,926","          2.07","4,222","3,891","          1.09"
"강원도 화천군 간동면(4279031000)","2,613","1,506","          1.74","1,390","1,223","          1.14"
"강원도 화천군 하남면(4279032000)","2,835","1,363","          2.08","1,495","1,340","          1.12"
"강원도 화천군 상서면(4279033000)","3,789","2,235","          1.70","2,254","1,535","          1.47"
"강원도 화천군 사내면(4279034000)","5,880","3,019","          1.95","3,120","2,760","          1.13"
"강원도 양구군 (4280000000)","21,287","10,638","          2.00","11,171","10,116","          1.10"
"강원도 양구군 양구읍(4280025000)","13,566","6,210","          2.18","6,885","6,681","          1.03"
"강원도 양구군 국토정중앙면(4280031500)","3,309","1,889","          1.75","1,851","1,458","          1.27"
"강원도 양구군 동면(4280032000)","1,983","1,116","          1.78","1,089","894","          1.22"
"강원도 양구군 방산면(4280033000)","1,219","744","          1.64","687","532","          1.29"
"강원도 양구군 해안면(4280034000)","1,210","679","          1.78","659","551","          1.20"
"강원도 인제군 (4281000000)","32,126","16,661","          1.93","17,501","14,625","          1.20"
"강원도 인제군 인제읍(4281025000)","10,250","4,769","          2.15","5,395","4,855","          1.11"
"강원도 인제군 인제읍귀둔출장소(4281025100)","496","258","          1.92","256","240","          1.07"
"강원도 인제군 남면(4281031000)","3,801","2,117","          1.80","2,088","1,713","          1.22"
"강원도 인제군 북면(4281032000)","7,925","4,122","          1.92","4,295","3,630","          1.18"
"강원도 인제군 기린면(4281033000)","4,992","2,706","          1.84","2,735","2,257","          1.21"
"강원도 인제군 서화면(4281034000)","2,629","1,521","          1.73","1,563","1,066","          1.47"
"강원도 인제군 상남면(4281035000)","2,033","1,168","          1.74","1,169","864","          1.35"
"강원도 고성군 (4282000000)","27,197","15,273","          1.78","14,015","13,182","          1.06"
"강원도 고성군 간성읍(4282025000)","7,070","3,559","          1.99","3,724","3,346","          1.11"
"강원도 고성군 거진읍(4282025300)","5,849","3,503","          1.67","2,911","2,938","          0.99"
"강원도 고성군 현내면(4282031000)","2,254","1,348","          1.67","1,100","1,154","          0.95"
"강원도 고성군 죽왕면(4282032000)","3,421","1,996","          1.71","1,764","1,657","          1.06"
"강원도 고성군 토성면(4282033000)","8,603","4,867","          1.77","4,516","4,087","          1.10"
"강원도 양양군 (4283000000)","27,849","14,971","          1.86","14,246","13,603","          1.05"
"강원도 양양군 양양읍(4283025000)","12,565","6,293","          2.00","6,366","6,199","          1.03"
"강원도 양양군 서면(4283031000)","2,744","1,508","          1.82","1,415","1,329","          1.06"
"강원도 양양군 손양면(4283032000)","2,314","1,266","          1.83","1,166","1,148","          1.02"
"강원도 양양군 현북면(4283033000)","2,647","1,578","          1.68","1,374","1,273","          1.08"
"강원도 양양군 현남면(4283034000)","2,986","1,769","          1.69","1,563","1,423","          1.10"
"강원도 양양군 강현면(4283035000)","4,593","2,557","          1.80","2,362","2,231","          1.06"
"충청북도  (4300000000)","1,593,434","773,184","          2.06","810,305","783,129","          1.03"
"충청북도 청주시 (4311000000)","849,621","394,735","          2.15","429,378","420,243","          1.02"
"충청북도 청주시 상당구 (4311100000)","197,697","87,872","          2.25","98,195","99,502","          0.99"
"충청북도 청주시 상당구 낭성면(4311131000)","2,142","1,219","          1.76","1,126","1,016","          1.11"
"충청북도 청주시 상당구 미원면(4311132000)","4,727","2,806","          1.68","2,430","2,297","          1.06"
